Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides HE1,Peptides HE2,Peptides HE3,Peptides HE4,Peptides PE1,Peptides PE2,Peptides PE3,Peptides PE4,Razor + unique peptides HE1,Razor + unique peptides HE2,Razor + unique peptides HE3,Razor + unique peptides HE4,Razor + unique peptides PE1,Razor + unique peptides PE2,Razor + unique peptides PE3,Razor + unique peptides PE4,Unique peptides HE1,Unique peptides HE2,Unique peptides HE3,Unique peptides HE4,Unique peptides PE1,Unique peptides PE2,Unique peptides PE3,Unique peptides PE4,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Q-value,Score,Identification type HE1,Identification type HE2,Identification type HE3,Identification type HE4,Identification type PE1,Identification type PE2,Identification type PE3,Identification type PE4,Sequence coverage HE1 [%],Sequence coverage HE2 [%],Sequence coverage HE3 [%],Sequence coverage HE4 [%],Sequence coverage PE1 [%],Sequence coverage PE2 [%],Sequence coverage PE3 [%],Sequence coverage PE4 [%],Intensity,Intensity HE1,Intensity HE2,Intensity HE3,Intensity HE4,Intensity PE1,Intensity PE2,Intensity PE3,Intensity PE4,LFQ intensity HE1,LFQ intensity HE2,LFQ intensity HE3,LFQ intensity HE4,LFQ intensity PE1,LFQ intensity PE2,LFQ intensity PE3,LFQ intensity PE4,MS/MS count HE1,MS/MS count HE2,MS/MS count HE3,MS/MS count HE4,MS/MS count PE1,MS/MS count PE2,MS/MS count PE3,MS/MS count PE4,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
P28070,P28070,6,6,6,Proteasome subunit beta type-4,PSMB4,sp|P28070|PSB4_HUMAN Proteasome subunit beta type-4 OS=Homo sapiens OX=9606 GN=PSMB4 PE=1 SV=4,1,6,6,6,4,6,5,6,6,5,6,6,4,6,5,6,6,5,6,6,4,6,5,6,6,5,6,6,33.7,33.7,33.7,29.204,264,264,1,52,0,145.53,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,17.8,33.7,26.1,33.7,33.7,26.1,33.7,33.7,249690000,34420000,31181000,23629000,25157000,55141000,24703000,34855000,20602000,6919800,14694000,8663300,7852600,16353000,7739300,10064000,6188700,5,7,6,7,9,6,8,5,53,,,,766,390;2384;2551;2903;8982;10974,True;True;True;True;True;True,410;2488;2661;3027;9419;11479;11480,2418;2419;2420;2421;2422;2423;2424;2425;14671;14672;14673;14674;14675;14676;14677;14678;15676;15677;15678;15679;15680;17875;17876;17877;17878;17879;17880;17881;17882;57138;57139;57140;57141;57142;57143;57144;70113;70114;70115;70116;70117;70118;70119;70120;70121;70122;70123;70124;70125;70126;70127;70128,1797;1798;1799;1800;1801;1802;1803;1804;10641;10642;10643;10644;10645;10646;10647;10648;11354;11355;11356;11357;11358;12965;12966;12967;12968;12969;12970;12971;41670;41671;41672;41673;41674;41675;41676;41677;51356;51357;51358;51359;51360;51361;51362;51363;51364;51365;51366;51367;51368;51369;51370;51371;51372,1797;10645;11354;12969;41670;51370,284;285,50;115,9606
P28072,P28072,2,2,2,Proteasome subunit beta type-6,PSMB6,sp|P28072|PSB6_HUMAN Proteasome subunit beta type-6 OS=Homo sapiens OX=9606 GN=PSMB6 PE=1 SV=4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8.8,8.8,8.8,25.357,239,239,1,17,0,15.406,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,23339000,5750100,1042500,2308000,4729400,3089000,2779600,2328700,1311300,1723100,0,1395600,2655400,1577100,1185100,1036800,658720,2,2,2,2,2,1,1,0,12,,,,767,6068;8983,True;True,6325;9420,38343;38344;38345;38346;38347;38348;38349;38350;38351;57145;57146;57147;57148;57149;57150;57151;57152,27834;27835;27836;27837;27838;27839;27840;41678;41679;41680;41681;41682,27834;41678,,,9606
P28074,P28074,5,5,5,Proteasome subunit beta type-5,PSMB5,sp|P28074|PSB5_HUMAN Proteasome subunit beta type-5 OS=Homo sapiens OX=9606 GN=PSMB5 PE=1 SV=3,1,5,5,5,3,4,4,5,3,4,3,5,3,4,4,5,3,4,3,5,3,4,4,5,3,4,3,5,20.9,20.9,20.9,28.48,263,263,1,31,0,52.244,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,12.5,17.1,17.1,20.9,13.3,17.1,13.3,20.9,27037000,3603500,1906700,2671500,3529000,4525400,4110900,3789800,2900600,764000,702480,783620,932760,1195000,801080,887430,547200,2,4,3,5,3,3,2,4,26,,,,768,3989;6766;9052;9197;11965,True;True;True;True;True,4152;7048;9490;9640;12523,24649;24650;24651;24652;24653;24654;42717;42718;57558;57559;57560;57561;57562;57563;57564;57565;58455;58456;58457;58458;58459;58460;58461;58462;76616;76617;76618;76619;76620;76621;76622,17958;17959;17960;17961;17962;31067;31068;41955;41956;41957;41958;42561;42562;42563;42564;42565;42566;42567;42568;56039;56040;56041;56042;56043;56044;56045,17960;31067;41957;42561;56042,,,9606
P28289;Q9NZQ9,P28289,12;1,12;1,12;1,Tropomodulin-1,TMOD1,sp|P28289|TMOD1_HUMAN Tropomodulin-1 OS=Homo sapiens OX=9606 GN=TMOD1 PE=1 SV=1,2,12,12,12,9,6,9,11,8,8,8,9,9,6,9,11,8,8,8,9,9,6,9,11,8,8,8,9,39,39,39,40.569,359,359;345,1,70,0,133.19,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,29.2,23.4,30.4,35.4,21.4,25.3,26.2,29.2,90332000,11469000,4446000,12904000,21075000,13733000,8740100,8862700,9102700,1099500,1430300,1934200,2963900,1616000,1138300,1297800,1411200,6,6,8,11,5,6,7,6,55,,,,769,832;1670;1749;2655;2951;4400;4711;6088;6295;7553;9099;10029,True;True;True;True;True;True;True;True;True;True;True;True,872;1748;1829;2769;3079;4586;4908;6345;6559;7861;9538;10499,5084;10256;10257;10258;10259;10260;10261;10262;10263;10789;10790;10791;10792;10793;10794;10795;16329;16330;16331;16332;16333;16334;18194;18195;27409;27410;27411;27412;29479;29480;29481;29482;29483;29484;29485;29486;38444;38445;38446;38447;38448;38449;38450;38451;39749;39750;39751;39752;39753;39754;39755;39756;47407;47408;47409;47410;47411;57829;57830;57831;57832;57833;57834;57835;57836;63713;63714;63715;63716;63717,3716;7440;7441;7442;7443;7444;7445;7446;7447;7860;7861;7862;7863;7864;7865;7866;7867;11836;11837;11838;11839;11840;11841;13207;20008;21504;21505;21506;27918;27919;27920;27921;27922;27923;27924;27925;28871;28872;34493;34494;34495;34496;42154;42155;42156;42157;42158;42159;42160;42161;46442;46443;46444;46445;46446,3716;7440;7861;11836;13207;20008;21504;27919;28871;34496;42154;46445,,,9606;9606
P28331,P28331,6,6,6,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",NDUFS1,"sp|P28331|NDUS1_HUMAN NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS1 PE=1 SV=3",1,6,6,6,4,2,2,2,1,4,5,5,4,2,2,2,1,4,5,5,4,2,2,2,1,4,5,5,9.5,9.5,9.5,79.467,727,727,1,26,0,51.097,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,6.1,2.9,4,4,1.7,7.3,8.3,8.3,25039000,6102500,996190,1466100,1440200,927720,4177800,4519600,5409300,1455000,0,828770,778270,0,904130,988930,1155900,3,2,2,1,1,2,3,4,18,,,,770,2482;2494;2539;4806;8268;11453,True;True;True;True;True;True,2591;2603;2649;5010;8683;11979,15257;15258;15259;15331;15332;15333;15334;15611;30120;30121;30122;30123;30124;30125;52689;52690;52691;52692;52693;52694;52695;52696;73184;73185;73186;73187,11037;11038;11098;11099;11296;21957;21958;21959;38481;38482;38483;38484;38485;38486;38487;38488;53635;53636,11038;11099;11296;21959;38481;53635,,,9606
P28340,P28340,2,2,2,DNA polymerase delta catalytic subunit,POLD1,sp|P28340|DPOD1_HUMAN DNA polymerase delta catalytic subunit OS=Homo sapiens OX=9606 GN=POLD1 PE=1 SV=2,1,2,2,2,2,1,0,0,0,1,1,1,2,1,0,0,0,1,1,1,2,1,0,0,0,1,1,1,2.1,2.1,2.1,123.63,1107,1107,1,6,0,13.006,By MS/MS,By MS/MS,,,,By MS/MS,By MS/MS,By MS/MS,2.1,0.8,0,0,0,0.8,0.8,0.8,1538600,613850,49551,0,0,0,173960,307790,393400,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,5,,,,771,3477;11882,True;True,3619;12437,21515;76111;76112;76113;76114;76115,15639;55720;55721;55722;55723,15639;55720,,,9606
P28482,P28482,4,4,3,Mitogen-activated protein kinase 1,MAPK1,sp|P28482|MK01_HUMAN Mitogen-activated protein kinase 1 OS=Homo sapiens OX=9606 GN=MAPK1 PE=1 SV=3,1,4,4,3,2,3,3,3,3,2,3,4,2,3,3,3,3,2,3,4,2,3,3,3,3,2,3,3,13.3,13.3,10.8,41.389,360,360,1,23,0,26.443,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,5.6,10.8,10.8,10.8,10.8,7.8,10.8,13.3,25496000,881880,1681300,2803500,2402500,4340000,3269300,4947100,5170300,0,1779000,2022900,1907600,2136500,1862800,2206700,2769000,1,1,1,1,1,1,1,4,11,,,,772,636;6697;8400;11168,True;True;True;True,674;6975;8820;11684,3979;42256;42257;42258;42259;42260;42261;42262;53539;53540;53541;53542;53543;53544;53545;53546;71333;71334;71335;71336;71337;71338;71339,2899;30735;39132;39133;39134;39135;39136;39137;39138;39139;52273,2899;30735;39138;52273,,,9606
P28676,P28676,2,2,2,Grancalcin,GCA,sp|P28676|GRAN_HUMAN Grancalcin OS=Homo sapiens OX=9606 GN=GCA PE=1 SV=2,1,2,2,2,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,9.2,9.2,9.2,24.01,217,217,1,6,0.00045704,11.519,By MS/MS,,By matching,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,5.1,0,5.1,4.1,0,4.1,4.1,4.1,1466400,688800,0,327060,0,0,0,233380,217140,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,5,,,,773,7428;8516,True;True,7733;8937,46638;46639;54239;54240;54241;54242,33958;39638;39639;39640;39641,33958;39641,,,9606
P28838,P28838,19,19,19,Cytosol aminopeptidase,LAP3,sp|P28838|AMPL_HUMAN Cytosol aminopeptidase OS=Homo sapiens OX=9606 GN=LAP3 PE=1 SV=3,1,19,19,19,16,13,15,13,17,17,12,15,16,13,15,13,17,17,12,15,16,13,15,13,17,17,12,15,42,42,42,56.166,519,519,1,123,0,257.03,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,33.5,28.9,36.4,27.7,38.2,38.9,26.8,30.1,230540000,62883000,17242000,19461000,12789000,33715000,30289000,24706000,29451000,3791500,3353500,2764300,1759300,3739900,2899500,3332900,3324800,15,12,11,9,15,15,12,14,103,,,,774,37;38;1889;2339;3370;3704;3777;6356;7323;7640;7845;8792;10369;10543;10578;10579;10705;10801;12148,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,37;38;1975;2442;3512;3856;3932;6622;7624;7951;8217;9223;9224;10847;11033;11070;11071;11204;11302;12712,211;212;213;214;215;216;217;218;219;220;221;222;11774;11775;11776;11777;11778;14420;14421;14422;14423;14424;14425;14426;14427;20852;20853;20854;20855;20856;20857;20858;20859;22909;22910;22911;22912;22913;22914;22915;22916;23379;23380;23381;23382;23383;23384;40098;40099;40100;40101;40102;40103;40104;40105;46019;46020;46021;46022;46023;46024;46025;46026;47981;47982;47983;47984;47985;47986;49560;49561;49562;49563;49564;49565;49566;49567;55977;55978;55979;55980;55981;55982;55983;55984;55985;55986;55987;55988;55989;65985;67094;67095;67096;67097;67098;67099;67100;67325;67326;67327;67328;67329;67330;67331;68426;68427;68428;68429;68430;68431;68432;68433;69034;69035;69036;69037;69038;69039;69040;77787;77788;77789,161;162;163;164;165;166;167;168;169;170;8596;8597;8598;10473;10474;10475;10476;10477;10478;10479;15161;15162;15163;15164;15165;15166;15167;15168;16654;16655;16656;16657;16658;16659;16660;17004;17005;17006;17007;17008;29113;29114;29115;29116;29117;29118;29119;29120;33517;33518;33519;33520;33521;33522;33523;33524;34898;34899;34900;34901;34902;34903;35959;35960;35961;35962;35963;35964;35965;35966;40878;40879;40880;40881;40882;40883;40884;40885;40886;40887;40888;40889;48251;49058;49251;49252;49253;49254;49255;50107;50108;50109;50110;50111;50112;50113;50114;50540;50541;50542;50543;50544;50545;56915,162;163;8596;10473;15161;16654;17004;29113;33522;34903;35959;40886;48251;49058;49252;49255;50108;50545;56915,286;287,203;245,9606
P29144,P29144,6,6,6,Tripeptidyl-peptidase 2,TPP2,sp|P29144|TPP2_HUMAN Tripeptidyl-peptidase 2 OS=Homo sapiens OX=9606 GN=TPP2 PE=1 SV=4,1,6,6,6,6,1,3,0,1,2,1,2,6,1,3,0,1,2,1,2,6,1,3,0,1,2,1,2,7.4,7.4,7.4,138.35,1249,1249,1,16,0,49.889,By MS/MS,By matching,By matching,,By matching,By matching,By matching,By MS/MS,7.4,1,2.8,0,1,3.6,1,1.8,16295000,10028000,927110,1560300,0,1061000,1178300,512710,1027300,1042400,0,573900,0,0,397900,0,0,6,0,0,0,0,0,0,0,6,,,,775,987;1919;3023;3382;6678;8385,True;True;True;True;True;True,1035;2006;3153;3524;6956;8805,6115;11954;11955;18619;18620;20928;20929;42138;42139;53451;53452;53453;53454;53455;53456;53457,4471;8723;13515;15222;15223;30654;39084,4471;8723;13515;15222;30654;39084,,,9606
P29218,P29218,5,5,5,Inositol monophosphatase 1,IMPA1,sp|P29218|IMPA1_HUMAN Inositol monophosphatase 1 OS=Homo sapiens OX=9606 GN=IMPA1 PE=1 SV=1,1,5,5,5,4,3,5,3,3,4,2,2,4,3,5,3,3,4,2,2,4,3,5,3,3,4,2,2,28.9,28.9,28.9,30.188,277,277,1,26,0,71.378,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,23.8,13.7,28.9,15.5,15.5,23.8,10.8,10.8,46821000,12420000,1908900,8528200,4825500,7187100,6457400,2695500,2797700,1603300,1571800,2235200,1769200,2439100,1860600,1402400,1412800,5,3,5,3,2,2,2,2,24,,,,776,1863;1946;2866;7292;9871,True;True;True;True;True,1946;2035;2990;7593;10339,11580;11581;11582;11583;11584;11585;12124;12125;12126;12127;12128;12129;12130;17651;17652;45836;45837;45838;45839;45840;45841;45842;45843;62719;62720;62721,8439;8440;8441;8442;8843;8844;8845;8846;8847;8848;8849;12795;12796;33399;33400;33401;33402;33403;33404;33405;33406;45683;45684;45685,8439;8845;12796;33399;45685,,,9606
P29350,P29350,18,18,18,Tyrosine-protein phosphatase non-receptor type 6,PTPN6,sp|P29350|PTN6_HUMAN Tyrosine-protein phosphatase non-receptor type 6 OS=Homo sapiens OX=9606 GN=PTPN6 PE=1 SV=1,1,18,18,18,18,17,16,14,17,15,17,17,18,17,16,14,17,15,17,17,18,17,16,14,17,15,17,17,29.4,29.4,29.4,67.56,595,595,1,142,0,265.54,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,29.4,29.2,27.4,21.5,27.4,23.5,27.4,27.6,235990000,67936000,17680000,16566000,13615000,34598000,24101000,30024000,31473000,3775000,2779400,2629100,1911400,3715500,2757500,2957600,2733400,20,12,12,7,14,13,13,12,103,,,,777,260;305;1130;4033;4974;5639;5763;8048;8230;8236;9791;10606;10826;11424;11745;12470;12700;12701,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,271;317;1187;4199;5190;5881;6008;8446;8643;8649;10256;11100;11329;11949;12297;13042;13280;13281,1603;1604;1605;1606;1607;1608;1883;1884;1885;1886;1887;1888;1889;1890;7005;7006;7007;7008;7009;7010;7011;7012;24955;24956;24957;24958;24959;24960;31241;31242;31243;31244;31245;31246;31247;31248;35608;35609;35610;35611;35612;35613;36413;36414;36415;36416;36417;36418;36419;36420;51242;51243;51244;51245;51246;51247;51248;51249;52443;52444;52445;52446;52447;52448;52449;52450;52486;52487;52488;52489;52490;52491;52492;62162;62163;62164;62165;62166;62167;62168;62169;67495;67496;67497;67498;67499;67500;67501;67502;69216;69217;69218;69219;69220;69221;73003;73004;73005;73006;73007;73008;73009;73010;73011;73012;73013;73014;73015;73016;73017;75216;75217;75218;75219;75220;75221;75222;75223;79818;79819;79820;79821;79822;79823;79824;79825;79826;81286;81287;81288;81289;81290;81291;81292;81293;81294;81295;81296;81297;81298;81299;81300,1186;1187;1390;1391;1392;1393;1394;1395;1396;5154;5155;5156;5157;5158;5159;5160;5161;18200;18201;18202;22785;22786;22787;22788;22789;22790;22791;22792;25933;26500;26501;26502;26503;37405;37406;37407;37408;38312;38313;38314;38315;38316;38317;38318;38344;38345;38346;38347;38348;38349;45264;45265;45266;45267;49382;49383;49384;49385;49386;49387;49388;49389;50687;50688;50689;50690;50691;53492;53493;53494;53495;53496;53497;53498;53499;55104;55105;55106;55107;55108;55109;55110;58426;58427;58428;58429;58430;58431;58432;58433;58434;59549;59550;59551;59552;59553;59554;59555;59556;59557;59558;59559;59560;59561,1186;1392;5157;18200;22790;25933;26500;37405;38315;38344;45264;49382;50691;53493;55104;58426;59549;59560,,,9606
P29353;P98077,P29353;P98077,1;1,1;1,1;1,SHC-transforming protein 1;SHC-transforming protein 2,SHC1;SHC2,sp|P29353|SHC1_HUMAN SHC-transforming protein 1 OS=Homo sapiens OX=9606 GN=SHC1 PE=1 SV=4;sp|P98077|SHC2_HUMAN SHC-transforming protein 2 OS=Homo sapiens OX=9606 GN=SHC2 PE=1 SV=4,2,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2.1,2.1,2.1,62.821,583,583;582,1,7,0.0035266,6.6937,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,2.1,0,2.1,2.1,2.1,2.1,2.1,2.1,6900100,1509500,0,418050,833300,963930,1280500,783980,1110800,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,7,,,,778,4080,TRUE,4249,25222;25223;25224;25225;25226;25227;25228,18382;18383;18384;18385;18386;18387;18388,18388,,,9606;9606
P29401,P29401,18,18,18,Transketolase,TKT,sp|P29401|TKT_HUMAN Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3,1,18,18,18,16,15,15,14,14,14,14,16,16,15,15,14,14,14,14,16,16,15,15,14,14,14,14,16,39.8,39.8,39.8,67.877,623,623,1,145,0,289.77,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,37.1,34.5,36.4,34.2,35,35.2,35.2,36.9,386430000,113060000,25224000,33425000,36557000,29526000,31015000,41655000,75969000,12172000,8356800,8559500,8652700,7298200,7415100,10056000,12203000,19,14,10,12,11,11,12,14,103,,,,779,3372;4628;4829;4830;5072;5293;5567;6248;6510;7720;7728;7849;8297;9783;9895;10346;11034;11615,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,3514;4822;5033;5034;5294;5527;5809;6509;6781;8048;8049;8058;8221;8714;10248;10363;10822;11542;12156,20861;28926;28927;28928;28929;28930;28931;28932;28933;30249;30250;30251;30252;30253;30254;30255;30256;30257;30258;30259;31873;31874;33292;33293;33294;33295;33296;33297;33298;33299;35111;35112;35113;35114;35115;35116;35117;35118;35119;35120;35121;35122;35123;39446;39447;39448;39449;39450;39451;39452;41009;41010;41011;41012;41013;41014;41015;41016;48526;48527;48528;48529;48530;48531;48532;48533;48534;48535;48536;48537;48538;48539;48540;48541;48542;48576;48577;48578;48579;48580;48581;49578;49579;49580;49581;49582;49583;49584;52887;52888;52889;52890;52891;52892;52893;52894;62095;62096;62097;62098;62099;62100;62101;62871;62872;62873;62874;62875;62876;62877;62878;65844;65845;65846;65847;65848;65849;65850;65851;70464;70465;70466;70467;70468;70469;70470;70471;74325;74326;74327;74328;74329;74330;74331;74332;74333;74334;74335;74336;74337;74338;74339;74340;74341;74342,15170;21120;21121;21122;21123;21124;21125;21126;22047;22048;22049;22050;22051;22052;22053;23249;24241;24242;24243;24244;24245;24246;25551;25552;25553;25554;25555;28664;28665;28666;28667;28668;28669;28670;29811;29812;29813;29814;29815;29816;29817;29818;29819;35285;35286;35287;35288;35289;35290;35291;35308;35309;35310;35311;35312;35977;35978;35979;35980;35981;38645;38646;38647;38648;38649;38650;38651;38652;45208;45209;45210;45803;45804;45805;45806;45807;45808;45809;45810;45811;45812;48159;48160;48161;48162;48163;48164;48165;48166;51591;51592;51593;51594;51595;51596;51597;51598;54503;54504;54505;54506;54507;54508,15170;21121;22048;22053;23249;24242;25554;28666;29816;35289;35311;35978;38645;45208;45805;48161;51594;54504,,,9606
P29466,P29466,1,1,1,Caspase-1;Caspase-1 subunit p20;Caspase-1 subunit p10,CASP1,sp|P29466|CASP1_HUMAN Caspase-1 OS=Homo sapiens OX=9606 GN=CASP1 PE=1 SV=1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,2.2,2.2,2.2,45.158,404,404,1,7,0.0080882,6.2321,By matching,By matching,By matching,,By MS/MS,By MS/MS,By MS/MS,By matching,2.2,2.2,2.2,0,2.2,2.2,2.2,2.2,7612800,2506000,524060,1015600,0,893500,614270,1093000,966450,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,,,,780,2940,TRUE,3066,18097;18098;18099;18100;18101;18102;18103,13136;13137;13138,13137,,,9606
P29590,P29590,7,7,7,Protein PML,PML,sp|P29590|PML_HUMAN Protein PML OS=Homo sapiens OX=9606 GN=PML PE=1 SV=3,1,7,7,7,5,7,7,5,6,6,4,5,5,7,7,5,6,6,4,5,5,7,7,5,6,6,4,5,11.7,11.7,11.7,97.55,882,882,1,45,0,71.595,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,8.3,11.7,11.7,9.3,10.1,10.1,6.8,9.3,32217000,7215700,5081000,6302900,2938900,3391200,3362700,1165100,2759600,1376000,1470100,1382600,963900,985510,943950,956150,894980,5,7,6,7,5,4,3,3,40,,,,781,764;3599;3889;5281;6207;7338;11607,True;True;True;True;True;True;True,804;3749;4048;5515;6467;7639;12148,4732;4733;4734;4735;4736;4737;4738;4739;22279;22280;22281;22282;22283;22284;22285;24080;24081;24082;24083;24084;24085;24086;24087;33240;33241;33242;33243;33244;33245;33246;33247;39196;39197;39198;39199;39200;46103;46104;74274;74275;74276;74277;74278;74279;74280,3472;3473;3474;3475;3476;3477;3478;3479;16211;16212;16213;16214;16215;16216;17556;17557;17558;17559;17560;17561;17562;17563;24211;24212;24213;24214;24215;28468;28469;28470;28471;28472;33579;33580;54467;54468;54469;54470;54471;54472;54473,3478;16215;17557;24212;28469;33579;54469,,,9606
P29692,P29692,5,5,5,Elongation factor 1-delta,EEF1D,sp|P29692|EF1D_HUMAN Elongation factor 1-delta OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=5,1,5,5,5,4,3,5,5,5,5,5,5,4,3,5,5,5,5,5,5,4,3,5,5,5,5,5,5,23.8,23.8,23.8,31.121,281,281,1,45,0,77.003,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,15.3,11,23.8,23.8,23.8,23.8,23.8,23.8,105140000,13351000,4561600,13242000,11303000,18089000,16140000,16437000,12013000,4477200,4941200,5821400,4548700,6738900,5803000,5249100,4137400,3,1,5,3,4,4,4,4,28,,,,782,862;896;4363;7590;9939,True;True;True;True;True,905;906;943;4547;7898;10408,5254;5255;5256;5257;5258;5259;5260;5261;5262;5263;5514;5515;5516;5517;5518;5519;5520;5521;27148;27149;27150;27151;27152;27153;27154;47672;47673;47674;47675;47676;47677;47678;47679;47680;47681;47682;47683;47684;47685;63166;63167;63168;63169;63170;63171,3813;3814;3998;3999;4000;4001;4002;4003;4004;4005;19818;19819;19820;19821;19822;19823;19824;34689;34690;34691;34692;34693;46028;46029;46030;46031;46032;46033,3813;4000;19818;34689;46032,,,9606
P29728,P29728,4,4,4,2-5-oligoadenylate synthase 2,OAS2,sp|P29728|OAS2_HUMAN 2-5-oligoadenylate synthase 2 OS=Homo sapiens OX=9606 GN=OAS2 PE=1 SV=3,1,4,4,4,2,1,1,0,0,1,1,4,2,1,1,0,0,1,1,4,2,1,1,0,0,1,1,4,8.2,8.2,8.2,82.43,719,719,1,10,0,31.307,By MS/MS,By matching,By matching,,,By MS/MS,By MS/MS,By MS/MS,4.3,2.8,2.8,0,0,2.8,2.8,8.2,9378600,3141600,612980,597170,0,0,575490,662170,3789200,996950,0,0,0,0,0,0,1157500,1,0,0,0,0,1,1,4,7,,,,783,1327;5318;8046;11001,True;True;True;True,1391;5554;8444;11507,8192;33500;33501;51234;70277;70278;70279;70280;70281;70282,5978;24403;24404;37401;51474;51475;51476,5978;24403;37401;51474,,,9606
P29966,P29966,6,6,6,Myristoylated alanine-rich C-kinase substrate,MARCKS,sp|P29966|MARCS_HUMAN Myristoylated alanine-rich C-kinase substrate OS=Homo sapiens OX=9606 GN=MARCKS PE=1 SV=4,1,6,6,6,5,4,5,6,5,5,5,4,5,4,5,6,5,5,5,4,5,4,5,6,5,5,5,4,19.6,19.6,19.6,31.554,332,332,1,40,0,230.32,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,17.2,11.7,17.2,19.6,14.2,14.2,14.2,11.7,77056000,7732200,2012800,12717000,20946000,13203000,10255000,9134300,1055300,1589200,996440,4385100,6193000,3829700,3118600,2525400,604050,4,3,5,6,4,4,5,2,33,,,,784,157;158;3148;3178;7385;10407,True;True;True;True;True;True,164;165;3282;3313;7687;10889,958;959;960;961;962;963;964;965;966;967;968;969;970;971;972;973;19383;19384;19385;19386;19387;19388;19389;19390;19572;19573;19574;19575;46379;46380;46381;46382;66251;66252;66253;66254;66255;66256;66257;66258,701;702;703;704;705;706;707;708;709;710;711;712;14071;14072;14073;14074;14075;14076;14077;14078;14194;14195;33775;33776;33777;33778;48446;48447;48448;48449;48450;48451;48452,706;710;14073;14195;33778;48447,,,9606
