Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides PD1,Peptides PD2,Peptides PD3,Peptides PD4,Peptides PE1,Peptides PE2,Peptides PE3,Peptides PE4,Razor + unique peptides PD1,Razor + unique peptides PD2,Razor + unique peptides PD3,Razor + unique peptides PD4,Razor + unique peptides PE1,Razor + unique peptides PE2,Razor + unique peptides PE3,Razor + unique peptides PE4,Unique peptides PD1,Unique peptides PD2,Unique peptides PD3,Unique peptides PD4,Unique peptides PE1,Unique peptides PE2,Unique peptides PE3,Unique peptides PE4,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Q-value,Score,Identification type PD1,Identification type PD2,Identification type PD3,Identification type PD4,Identification type PE1,Identification type PE2,Identification type PE3,Identification type PE4,Sequence coverage PD1 [%],Sequence coverage PD2 [%],Sequence coverage PD3 [%],Sequence coverage PD4 [%],Sequence coverage PE1 [%],Sequence coverage PE2 [%],Sequence coverage PE3 [%],Sequence coverage PE4 [%],Intensity,Intensity PD1,Intensity PD2,Intensity PD3,Intensity PD4,Intensity PE1,Intensity PE2,Intensity PE3,Intensity PE4,LFQ intensity PD1,LFQ intensity PD2,LFQ intensity PD3,LFQ intensity PD4,LFQ intensity PE1,LFQ intensity PE2,LFQ intensity PE3,LFQ intensity PE4,MS/MS count PD1,MS/MS count PD2,MS/MS count PD3,MS/MS count PD4,MS/MS count PE1,MS/MS count PE2,MS/MS count PE3,MS/MS count PE4,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
P14678;P63162,P14678;P63162,5;5,5;5,5;5,Small nuclear ribonucleoprotein-associated proteins B and B;Small nuclear ribonucleoprotein-associated protein N,SNRPB;SNRPN,sp|P14678|RSMB_HUMAN Small nuclear ribonucleoprotein-associated proteins B and B OS=Homo sapiens OX=9606 GN=SNRPB PE=1 SV=2;sp|P63162|RSMN_HUMAN Small nuclear ribonucleoprotein-associated protein N OS=Homo sapiens OX=9606 GN=SNRPN PE=1 SV=1,2,5,5,5,3,3,4,4,5,5,5,5,3,3,4,4,5,5,5,5,3,3,4,4,5,5,5,5,18.8,18.8,18.8,24.61,240,240;240,1,36,0,47.017,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,7.1,7.1,10,10,18.8,18.8,18.8,18.8,57097000,1011200,2507300,454870,2836800,16068000,11354000,13628000,9235800,4057700,4715200,5276800,6477700,15601000,11377000,10558000,9098400,2,3,2,2,5,3,6,5,28,,,,582,3024;4239;7343;8931;10939,True;True;True;True;True,3142;3143;4409;7665;9340;11433,16666;16667;16668;16669;16670;16671;23824;23825;23826;23827;23828;23829;41972;41973;41974;41975;41976;41977;41978;41979;51708;51709;51710;51711;51712;51713;51714;51715;63646;63647;63648;63649;63650;63651;63652;63653,11816;11817;11818;11819;17052;17053;17054;29858;29859;29860;29861;29862;36837;36838;36839;36840;36841;36842;36843;36844;45754;45755;45756;45757;45758;45759;45760;45761,11819;17053;29859;36837;45754,222,80,9606;9606
P14735,P14735,5,5,5,Insulin-degrading enzyme,IDE,sp|P14735|IDE_HUMAN Insulin-degrading enzyme OS=Homo sapiens OX=9606 GN=IDE PE=1 SV=4,1,5,5,5,4,3,2,4,2,4,4,4,4,3,2,4,2,4,4,4,4,3,2,4,2,4,4,4,5.7,5.7,5.7,117.97,1019,1019,1,28,0,30.605,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,4.3,3.4,2.3,4.5,2.6,4.5,4.5,4.5,11277000,534960,1528600,297950,1441900,296140,1873600,2114000,3189900,1058500,1290200,1246300,1351000,0,896550,1031100,1417000,1,2,0,3,1,1,2,3,13,,,,583,2172;2583;10085;11250;11891,True;True;True;True;True,2262;2684;10537;11756;12415,12044;12045;12046;12047;14176;14177;14178;14179;14180;14181;58571;58572;58573;58574;58575;58576;65382;65383;65384;65385;65386;69158;69159;69160;69161;69162;69163;69164,8491;8492;8493;10019;10020;42019;42020;42021;42022;42023;46947;46948;49670,8493;10020;42022;46948;49670,,,9606
P14854,P14854,1,1,1,Cytochrome c oxidase subunit 6B1,COX6B1,sp|P14854|CX6B1_HUMAN Cytochrome c oxidase subunit 6B1 OS=Homo sapiens OX=9606 GN=COX6B1 PE=1 SV=2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10.5,10.5,10.5,10.192,86,86,1,1,0.0066458,6.205,,,,,,By MS/MS,,,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,584,156,TRUE,163,854,596,596,,,9606
P14866,P14866,10,10,10,Heterogeneous nuclear ribonucleoprotein L,HNRNPL,sp|P14866|HNRPL_HUMAN Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens OX=9606 GN=HNRNPL PE=1 SV=2,1,10,10,10,4,6,3,7,7,10,8,8,4,6,3,7,7,10,8,8,4,6,3,7,7,10,8,8,28,28,28,64.132,589,589,1,55,0,126.84,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,10,12.7,9.2,18.7,18.7,28,21.2,24.1,56974000,976180,6844400,574090,3139300,11809000,10850000,11809000,10972000,2196700,3392700,2028300,2957000,3325800,2876300,2985800,2981600,2,5,2,7,4,8,5,5,38,,,,585,374;2836;6337;6613;7467;8786;9309;9619;9852;11677,True;True;True;True;True;True;True;True;True;True,393;394;2949;6590;6876;7818;9188;9731;10046;10290;12194,2100;2101;2102;2103;2104;2105;2106;2107;2108;2109;15648;15649;15650;15651;15652;15653;15654;15655;36320;36321;36322;37768;37769;37770;37771;37772;43294;43295;43296;43297;43298;43299;43300;50839;50840;50841;50842;50843;50844;50845;53825;53826;55377;55378;55379;55380;55381;55382;57010;57011;57012;57013;57014;67824;67825,1561;1562;1563;1564;1565;1566;1567;1568;11076;11077;11078;11079;11080;25867;26961;26962;26963;26964;30923;30924;30925;30926;30927;30928;36241;38398;39529;39530;39531;39532;39533;39534;40839;40840;40841;40842;40843;48684,1561;11078;25867;26961;30925;36241;38398;39534;40841;48684,223;224,385;444,9606
P14868,P14868,13,13,13,"Aspartate--tRNA ligase, cytoplasmic",DARS,"sp|P14868|SYDC_HUMAN Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=DARS1 PE=1 SV=2",1,13,13,13,11,13,9,11,9,9,9,11,11,13,9,11,9,9,9,11,11,13,9,11,9,9,9,11,31.1,31.1,31.1,57.136,501,501,1,85,0,180.25,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,27.7,31.1,24.2,27.7,20,20,20.4,24.6,104520000,6582100,18314000,2809200,12197000,15528000,16436000,15805000,16845000,6817500,7888700,6505800,7306000,5203700,4928600,5052000,4985800,10,11,6,8,7,5,8,9,64,,,,586,468;1479;2169;2486;2647;4337;4921;6414;6684;6685;7696;8364;10712,True;True;True;True;True;True;True;True;True;True;True;True;True,492;1545;1546;2259;2584;2751;4510;5126;6668;6948;6949;8063;8755;11191,2588;2589;2590;2591;2592;2593;2594;2595;2596;2597;8219;8220;8221;8222;8223;8224;8225;8226;12022;12023;12024;12025;12026;12027;12028;13663;13664;13665;13666;14537;14538;14539;14540;14541;14542;14543;14544;24452;24453;28072;28073;28074;28075;28076;28077;28078;28079;36708;36709;36710;36711;36712;38124;38125;38126;38127;38128;38129;38130;38131;38132;38133;38134;38135;38136;38137;38138;44601;44602;44603;44604;44605;44606;48432;48433;48434;48435;62257;62258;62259;62260;62261;62262;62263;62264,1915;1916;1917;1918;1919;1920;1921;5811;5812;5813;5814;5815;5816;8472;8473;8474;8475;8476;9648;10270;10271;10272;10273;10274;10275;10276;17554;20081;20082;20083;20084;20085;20086;20087;20088;26172;26173;26174;26175;26176;27218;27219;27220;27221;27222;27223;27224;27225;31930;31931;31932;31933;31934;31935;31936;34624;34625;34626;44723;44724;44725;44726;44727;44728,1915;5812;8473;9648;10275;17554;20081;26175;27219;27225;31931;34626;44725,225,362,9606
P14923,P14923,7,7,7,Junction plakoglobin,JUP,sp|P14923|PLAK_HUMAN Junction plakoglobin OS=Homo sapiens OX=9606 GN=JUP PE=1 SV=3,1,7,7,7,0,7,5,4,0,0,2,5,0,7,5,4,0,0,2,5,0,7,5,4,0,0,2,5,12.1,12.1,12.1,81.744,745,745,1,23,0,49.439,,By MS/MS,By MS/MS,By MS/MS,,,By MS/MS,By MS/MS,0,12.1,8.1,7,0,0,3.2,8.9,8378900,0,3830300,517120,656680,0,0,698980,2675800,0,1733800,1630800,536160,0,0,490010,761910,0,5,2,2,0,0,1,3,13,,,,587,496;4006;5724;6462;6468;6621;10205,True;True;True;True;True;True;True,521;4163;5955;6717;6723;6884;10661,2745;2746;2747;2748;22329;22330;22331;22332;32767;32768;32769;32770;36971;36995;36996;37797;37798;37799;37800;37801;59298;59299;59300,2030;2031;15971;15972;23365;23366;23367;26366;26387;26987;26988;26989;26990;42537,2031;15971;23365;26366;26387;26989;42537,,,9606
P15104,P15104,2,2,2,Glutamine synthetase,GLUL,sp|P15104|GLNA_HUMAN Glutamine synthetase OS=Homo sapiens OX=9606 GN=GLUL PE=1 SV=4,1,2,2,2,0,2,0,2,1,1,2,2,0,2,0,2,1,1,2,2,0,2,0,2,1,1,2,2,7.8,7.8,7.8,42.064,373,373,1,11,0,13.411,,By MS/MS,,By MS/MS,By matching,By matching,By matching,By MS/MS,0,7.8,0,7.8,2.1,2.1,7.8,7.8,2628000,0,361210,0,439310,115840,102320,563900,1045500,0,543820,0,753510,0,0,616350,709700,0,2,0,1,0,0,0,1,4,,,,588,1127;8775,True;True,1178;9177,6250;6251;6252;6253;6254;6255;6256;50794;50795;50796;50797,4499;4500;36213;36214,4500;36213,,,9606
P15121,P15121,2,2,2,Aldose reductase,AKR1B1,sp|P15121|ALDR_HUMAN Aldo-keto reductase family 1 member B1 OS=Homo sapiens OX=9606 GN=AKR1B1 PE=1 SV=3,1,2,2,2,2,1,2,2,1,1,2,1,2,1,2,2,1,1,2,1,2,1,2,2,1,1,2,1,12,12,12,35.853,316,316,1,12,0,14.139,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,12,9.5,12,12,2.5,2.5,12,9.5,13415000,1947200,2396100,1054500,2006200,727750,614040,2655300,2013800,6062200,0,6389400,4683500,0,0,3311400,0,2,1,1,1,1,1,2,0,9,,,,589,3208;10528,True;True,3333;11000,17776;17777;17778;17779;17780;17781;61140;61141;61142;61143;61144;61145,12646;12647;12648;12649;12650;43887;43888;43889;43890,12647;43889,,,9606
P15153,P15153,3,3,2,Ras-related C3 botulinum toxin substrate 2,RAC2,sp|P15153|RAC2_HUMAN Ras-related C3 botulinum toxin substrate 2 OS=Homo sapiens OX=9606 GN=RAC2 PE=1 SV=1,1,3,3,2,3,3,2,3,2,3,3,3,3,3,2,3,2,3,3,3,2,2,2,2,1,2,2,2,14.1,14.1,7.8,21.429,192,192,1,22,0,19.432,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,14.1,14.1,7.8,14.1,14.1,14.1,14.1,14.1,72720000,4418100,11842000,834520,8680400,7242900,12099000,12530000,15074000,13447000,16909000,7679900,14803000,5882200,7501800,8408100,10656000,2,3,1,2,2,2,2,2,16,,,,590,5278;5778;5858,True;True;True,5493;6009;6092,30172;30173;30174;30175;30176;30177;30178;30179;33074;33075;33076;33077;33078;33079;33080;33599;33600;33601;33602;33603;33604;33605,21557;21558;21559;21560;21561;21562;21563;21564;23583;23584;23982;23983;23984;23985;23986;23987,21563;23583;23983,,,9606
P15170,P15170,7,7,3,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,GSPT1,sp|P15170|ERF3A_HUMAN Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Homo sapiens OX=9606 GN=GSPT1 PE=1 SV=1,1,7,7,3,3,5,2,4,5,7,6,6,3,5,2,4,5,7,6,6,2,2,1,2,2,3,3,2,15.2,15.2,6.2,55.755,499,499,1,40,0,46.264,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,5.6,10.4,4,7.2,10,15.2,12,12.6,32586000,847180,2691100,349430,1918000,5755200,7614800,6536500,6873400,2901500,3674300,2652000,3413500,3449600,3742200,3795200,4918200,1,2,1,1,3,1,3,4,16,,,,591,934;2855;3709;5053;5123;9682;9721,True;True;True;True;True;True;True,976;2968;3854;5264;5336;10110;10150,5160;5161;5162;5163;5164;5165;5166;5167;15735;15736;15737;15738;15739;15740;20533;20534;20535;20536;20537;28834;28835;28836;29232;29233;29234;29235;29236;29237;29238;29239;56083;56084;56085;56293;56294;56295;56296;56297;56298;56299,3717;11144;11145;11146;11147;14682;20617;20618;20619;20902;20903;20904;20905;20906;20907;40193;40194;40340,3717;11147;14682;20618;20906;40194;40340,,,9606
P15311,P15311,23,15,13,Ezrin,EZR,sp|P15311|EZRI_HUMAN Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=4,1,23,15,13,18,18,15,18,19,18,19,16,11,12,9,13,14,11,11,10,9,11,8,11,12,10,10,9,36,26.5,25.1,69.412,586,586,1,115,0,221.74,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,29.2,31.4,25.3,29.7,32.3,31.4,31.4,27.6,143590000,10144000,19889000,2822100,14851000,25889000,24525000,22447000,23028000,9787900,8247000,6967800,10231000,5263100,5834300,5052500,5411200,8,8,5,10,8,7,9,7,62,,,,592,589;667;1317;1801;1975;2049;2305;2880;2881;2921;3327;4096;4282;4711;4970;5064;7575;8255;8277;8692;8696;9497;10013,False;True;True;True;True;True;True;False;False;True;True;True;False;True;False;True;False;False;True;True;False;True;True,622;702;1377;1880;2056;2136;2399;2994;2995;3036;3454;4258;4454;4905;5176;5276;7929;8643;8665;9091;9095;9096;9923;10463;10464,3243;3244;3245;3246;3247;3248;3249;3250;3700;3701;3702;3703;3704;3705;3706;3707;7289;7290;10111;10112;10113;10114;10115;11047;11048;11049;11050;11051;11052;11432;11433;11434;12690;12691;12692;15876;15877;15878;15879;15880;16107;16108;16109;16110;16111;16112;16113;16114;18409;18410;22916;22917;22918;22919;22920;22921;22922;24087;24088;24089;24090;24091;24092;24093;24094;26796;26797;26798;26799;26800;26801;26802;26803;26804;26805;26806;26807;26808;26809;26810;26811;28330;28331;28332;28333;28334;28335;28336;28892;28893;28894;28895;28896;28897;28898;28899;43912;43913;43914;43915;43916;43917;47813;47814;47815;47816;47817;47818;47819;47820;47942;47943;47944;47945;47946;47947;47948;47949;50284;50285;50286;50287;50288;50289;50290;50291;50292;50313;50314;50315;50316;50317;50318;50319;50320;50321;50322;50323;50324;50325;50326;50327;50328;50329;50330;50331;50332;50333;50334;54803;54804;54805;54806;54807;54808;54809;58136;58137;58138;58139;58140;58141;58142;58143;58144;58145;58146;58147;58148;58149;58150;58151;58152;58153;58154;58155;58156;58157;58158,2384;2385;2386;2387;2388;2389;2390;2391;2713;2714;2715;2716;5178;7155;7156;7157;7824;7825;8072;8948;11233;11234;11422;11423;11424;11425;11426;11427;11428;11429;13109;16409;17258;17259;17260;17261;17262;17263;17264;17265;19177;19178;19179;19180;19181;19182;19183;19184;19185;19186;19187;19188;19189;20262;20263;20656;20657;20658;20659;20660;20661;20662;20663;31389;31390;31391;34227;34228;34229;34230;34231;34232;34233;34234;34319;34320;34321;34322;34323;35884;35885;35886;35887;35897;35898;35899;35900;35901;35902;35903;35904;35905;35906;35907;35908;35909;35910;35911;35912;39089;39090;39091;39092;41715;41716;41717;41718;41719;41720;41721;41722;41723;41724,2389;2713;5178;7157;7825;8072;8948;11233;11234;11425;13109;16409;17259;19182;20262;20662;31390;34232;34320;35886;35901;39089;41721,226,558,9606
P17544;P15336,P17544;P15336,1;1,1;1,1;1,Cyclic AMP-dependent transcription factor ATF-7;Cyclic AMP-dependent transcription factor ATF-2,ATF7;ATF2,sp|P17544|ATF7_HUMAN Cyclic AMP-dependent transcription factor ATF-7 OS=Homo sapiens OX=9606 GN=ATF7 PE=1 SV=3;sp|P15336|ATF2_HUMAN Cyclic AMP-dependent transcription factor ATF-2 OS=Homo sapiens OX=9606 GN=ATF2 PE=1 SV=4,2,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,2.3,2.3,2.3,51.756,483,483;505,1,4,0.0013605,8.0819,,,,,By MS/MS,By MS/MS,By matching,By MS/MS,0,0,0,0,2.3,2.3,2.3,2.3,868740,0,0,0,0,271770,334890,262080,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,,,,593,2857,TRUE,2970,15745;15746;15747;15748,11152;11153;11154,11154,,,9606;9606
P15374,P15374,4,4,4,Ubiquitin carboxyl-terminal hydrolase isozyme L3,UCHL3,sp|P15374|UCHL3_HUMAN Ubiquitin carboxyl-terminal hydrolase isozyme L3 OS=Homo sapiens OX=9606 GN=UCHL3 PE=1 SV=1,1,4,4,4,2,1,1,1,4,3,2,1,2,1,1,1,4,3,2,1,2,1,1,1,4,3,2,1,16.1,16.1,16.1,26.182,230,230,1,17,0,42.168,By MS/MS,By matching,By matching,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,10,3.9,3.9,3.9,16.1,15.7,9.6,3.9,12850000,451910,324830,101560,249640,6229800,2512100,2226900,753350,1236000,0,0,0,3249900,2070200,1487900,0,0,0,0,0,4,2,3,1,10,,,,594,2642;5095;9506;11762,True;True;True;True,2745;2746;5307;9932;12281,14512;14513;14514;14515;14516;29055;54846;54847;54848;68333;68334;68335;68336;68337;68338;68339;68340,10254;10255;10256;20787;39121;39122;49061;49062;49063;49064,10254;20787;39122;49061,227,129,9606
P15531,P15531,9,9,6,Nucleoside diphosphate kinase A,NME1,sp|P15531|NDKA_HUMAN Nucleoside diphosphate kinase A OS=Homo sapiens OX=9606 GN=NME1 PE=1 SV=1,1,9,9,6,8,8,7,8,9,8,8,8,8,8,7,8,9,8,8,8,5,5,4,5,6,5,5,5,64.5,64.5,39.5,17.149,152,152,1,110,0,222.02,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,52,52,52,52,64.5,52,52,52,757130000,18718000,28434000,9256700,20975000,245830000,157360000,160690000,115860000,31969000,20650000,32038000,23696000,97034000,64887000,65418000,46087000,4,5,3,5,12,11,13,11,64,,,,595,1329;1734;2696;2697;3316;7560;9916;11032;11811,True;True;True;True;True;True;True;True;True,1389;1810;2802;2803;2804;2805;3441;7914;10359;11529;11530;12331,7359;7360;7361;7362;7363;7364;7365;7366;7367;7368;7369;9677;9678;9679;9680;9681;9682;9683;14820;14821;14822;14823;14824;14825;14826;14827;14828;14829;14830;14831;14832;14833;14834;14835;14836;14837;14838;14839;14840;14841;14842;14843;14844;14845;14846;14847;14848;14849;14850;14851;14852;14853;14854;14855;18343;18344;18345;18346;18347;18348;18349;18350;43801;43802;43803;43804;43805;43806;43807;43808;57343;57344;57345;57346;57347;57348;57349;57350;57351;64141;64142;64143;64144;64145;64146;64147;64148;64149;64150;64151;64152;64153;64154;64155;64156;64157;64158;64159;64160;64161;64162;64163;64164;64165;64166;64167;64168;64169;64170;68602,5212;6853;10469;10470;10471;10472;10473;10474;10475;10476;10477;10478;10479;10480;10481;10482;10483;10484;10485;10486;10487;10488;10489;10490;10491;13058;13059;13060;13061;13062;13063;13064;13065;31299;31300;31301;31302;31303;31304;31305;41097;41098;41099;41100;41101;41102;41103;46098;46099;46100;46101;46102;46103;46104;46105;46106;46107;46108;46109;46110;46111;46112;46113;46114;46115;46116;46117;46118;49246,5212;6853;10472;10491;13059;31305;41100;46118;49246,228;229;230,41;68;90,9606
P15559,P15559,3,3,3,NAD(P)H dehydrogenase [quinone] 1,NQO1,sp|P15559|NQO1_HUMAN NAD(P)H dehydrogenase [quinone] 1 OS=Homo sapiens OX=9606 GN=NQO1 PE=1 SV=1,1,3,3,3,3,1,0,1,3,1,3,2,3,1,0,1,3,1,3,2,3,1,0,1,3,1,3,2,7.3,7.3,7.3,30.867,274,274,1,14,0,17.508,By MS/MS,By matching,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,7.3,4,0,4,7.3,3.6,7.3,4,4715000,749000,10947,0,26360,1931500,280500,1077000,639730,1414300,0,0,0,1624600,0,876680,0,1,0,0,1,3,0,1,1,7,,,,596,477;4683;8516,True;True;True,501;4875;8911,2647;2648;2649;2650;2651;26626;26627;26628;49283;49284;49285;49286;49287;49288,1958;1959;1960;1961;19055;35188;35189;35190,1961;19055;35190,,,9606
P15880,P15880,5,5,5,40S ribosomal protein S2,RPS2,sp|P15880|RS2_HUMAN 40S ribosomal protein S2 OS=Homo sapiens OX=9606 GN=RPS2 PE=1 SV=2,1,5,5,5,4,5,4,5,5,5,5,4,4,5,4,5,5,5,5,4,4,5,4,5,5,5,5,4,14.3,14.3,14.3,31.324,293,293,1,37,0,76.648,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,10.6,14.3,10.6,14.3,14.3,14.3,14.3,14,120460000,4460900,13364000,4471200,14840000,20747000,23682000,17808000,21087000,11136000,14042000,13856000,13399000,9159500,10103000,10701000,10225000,2,3,4,5,4,5,5,4,32,,,,597,3526;6937;6938;9487;10483,True;True;True;True;True,3665;7205;7206;9913;10952,19538;19539;19540;19541;19542;19543;19544;39490;39491;39492;39493;39494;39495;39496;39497;39498;39499;39500;39501;39502;39503;39504;54750;54751;54752;54753;54754;54755;54756;54757;60857;60858;60859;60860;60861;60862;60863,13916;13917;13918;13919;13920;13921;13922;28180;28181;28182;28183;28184;28185;28186;28187;28188;28189;28190;28191;39051;39052;39053;39054;39055;39056;39057;39058;43691;43692;43693;43694;43695;43696;43697,13916;28181;28188;39052;43692,,,9606
P15907,P15907,1,1,1,"Beta-galactoside alpha-2,6-sialyltransferase 1",ST6GAL1,"sp|P15907|SIAT1_HUMAN Beta-galactoside alpha-2,6-sialyltransferase 1 OS=Homo sapiens OX=9606 GN=ST6GAL1 PE=1 SV=1",1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,2.5,2.5,2.5,46.604,406,406,1,4,0.0066588,6.2151,By matching,By MS/MS,,,By matching,,By MS/MS,,2.5,2.5,0,0,2.5,0,2.5,0,933640,76380,226830,0,0,234820,0,395610,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,598,1741,TRUE,1817,9721;9722;9723;9724,6880,6880,,,9606
P15924,P15924,19,19,19,Desmoplakin,DSP,sp|P15924|DESP_HUMAN Desmoplakin OS=Homo sapiens OX=9606 GN=DSP PE=1 SV=3,1,19,19,19,1,16,9,8,0,3,6,9,1,16,9,8,0,3,6,9,1,16,9,8,0,3,6,9,8.3,8.3,8.3,331.77,2871,2871,1,53,0,180.25,By matching,By MS/MS,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,0.4,6.7,3.9,3.6,0,1,2.2,4.1,22783000,250070,7208200,1158300,1965000,0,2873300,2001000,7326700,0,4017100,2981800,1622000,0,1150400,492810,1304000,0,17,6,5,0,1,0,4,33,,,,599,166;1405;2166;3172;4302;4701;5794;6557;6718;7075;7826;8288;8351;9685;10131;10212;10402;10974;11643,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,173;1468;2256;3296;4474;4894;6025;6817;6983;7345;8201;8677;8742;10113;10584;10668;10669;10867;11468;12160,894;895;7817;12006;12007;12008;12009;17546;17547;17548;17549;24229;26735;33156;33157;33158;33159;33160;37479;37480;37481;37482;37483;38316;38317;38318;40245;45366;45367;45368;45369;45370;45371;48010;48011;48364;48365;48366;56100;56101;56102;56103;58828;59329;59330;59331;59332;60412;63824;67624;67625;67626;67627,627;628;5503;8463;8464;12461;17378;19135;23645;23646;23647;23648;23649;26740;26741;26742;26743;27339;27340;28702;32536;34362;34588;40207;40208;42202;42556;42557;42558;43358;45877;48551;48552;48553,627;5503;8463;12461;17378;19135;23647;26741;27339;28702;32536;34362;34588;40207;42202;42557;43358;45877;48552,231,984,9606
P15927,P15927,3,3,3,Replication protein A 32 kDa subunit,RPA2,sp|P15927|RFA2_HUMAN Replication protein A 32 kDa subunit OS=Homo sapiens OX=9606 GN=RPA2 PE=1 SV=1,1,3,3,3,3,3,1,2,3,3,3,3,3,3,1,2,3,3,3,3,3,3,1,2,3,3,3,3,14.1,14.1,14.1,29.247,270,270,1,21,0,20.312,By MS/MS,By MS/MS,By matching,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,14.1,14.1,3,11.1,14.1,14.1,14.1,14.1,18573000,477520,926460,74661,885540,3584100,4220900,4102300,4302000,1372200,1477500,0,1550200,3015100,3604900,3257000,2346600,0,0,0,0,3,3,2,1,9,,,,600,649;3883;8034,True;True;True,683;4035;8414,3590;3591;3592;3593;3594;3595;3596;3597;21568;21569;21570;21571;21572;21573;46519;46520;46521;46522;46523;46524;46525,2641;2642;2643;15415;15416;33332;33333;33334;33335,2643;15416;33333,,,9606
P16070,P16070,3,3,3,CD44 antigen,CD44,sp|P16070|CD44_HUMAN CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=3,1,3,3,3,3,3,1,3,2,2,2,2,3,3,1,3,2,2,2,2,3,3,1,3,2,2,2,2,5,5,5,81.537,742,742,1,21,0,21.224,By MS/MS,By MS/MS,By matching,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,5,5,1.6,5,2.8,3.8,3.8,3.8,15579000,1513900,3726700,122990,1777100,1731500,2174000,1702100,2830600,2794700,3126700,0,1828800,1291400,1740200,1427000,1608800,3,2,0,2,0,2,2,3,14,,,,601,2188;2358;11652,True;True;True,2278;2279;2452;12169,12124;12125;12126;12127;12128;12129;12130;12131;12132;12967;12968;12969;12970;67677;67678;67679;67680;67681;67682;67683;67684,8538;8539;8540;8541;8542;8543;8544;9126;9127;9128;48582;48583;48584;48585;48586,8542;9127;48584,232,725,9606
