Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides HD1,Peptides HD2,Peptides HD3,Peptides HD4,Peptides HE1,Peptides HE2,Peptides HE3,Peptides HE4,Razor + unique peptides HD1,Razor + unique peptides HD2,Razor + unique peptides HD3,Razor + unique peptides HD4,Razor + unique peptides HE1,Razor + unique peptides HE2,Razor + unique peptides HE3,Razor + unique peptides HE4,Unique peptides HD1,Unique peptides HD2,Unique peptides HD3,Unique peptides HD4,Unique peptides HE1,Unique peptides HE2,Unique peptides HE3,Unique peptides HE4,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Q-value,Score,Identification type HD1,Identification type HD2,Identification type HD3,Identification type HD4,Identification type HE1,Identification type HE2,Identification type HE3,Identification type HE4,Sequence coverage HD1 [%],Sequence coverage HD2 [%],Sequence coverage HD3 [%],Sequence coverage HD4 [%],Sequence coverage HE1 [%],Sequence coverage HE2 [%],Sequence coverage HE3 [%],Sequence coverage HE4 [%],Intensity,Intensity HD1,Intensity HD2,Intensity HD3,Intensity HD4,Intensity HE1,Intensity HE2,Intensity HE3,Intensity HE4,LFQ intensity HD1,LFQ intensity HD2,LFQ intensity HD3,LFQ intensity HD4,LFQ intensity HE1,LFQ intensity HE2,LFQ intensity HE3,LFQ intensity HE4,MS/MS count HD1,MS/MS count HD2,MS/MS count HD3,MS/MS count HD4,MS/MS count HE1,MS/MS count HE2,MS/MS count HE3,MS/MS count HE4,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
P78385;CON__Q6NT21;CON__P78385;O43790;CON__O43790;CON__Q14533;Q14533,P78385;CON__Q6NT21;CON__P78385;O43790;CON__O43790;CON__Q14533;Q14533,21;21;20;19;19;19;17,5;5;4;5;5;5;5,1;1;0;1;1;1;1,"Keratin, type II cuticular Hb3;Keratin, type II cuticular Hb6;Keratin, type II cuticular Hb1",KRT83;KRT86;KRT81,"sp|P78385|KRT83_HUMAN Keratin, type II cuticular Hb3 OS=Homo sapiens OX=9606 GN=KRT83 PE=1 SV=2;;;sp|O43790|KRT86_HUMAN Keratin, type II cuticular Hb6 OS=Homo sapiens OX=9606 GN=KRT86 PE=1 SV=1;;;sp|Q14533|KRT81_HUMAN Keratin, type II cuticular Hb1 OS=Homo",7,21,5,1,21,4,3,2,1,1,2,1,5,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,25.2,7.5,1.4,54.195,493,493;493;493;486;486;505;505,1,10,0,33.875,By MS/MS,By matching,By matching,By matching,By matching,By matching,By matching,By matching,25.2,7.3,4.7,3.2,1.4,1.4,3.2,1.4,1260600000,1259300000,0,1194400,38892,0,0,52759,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,,,+,71,140;830;1609;2396;2716;2717;5979;6119;6120;6410;6411;6739;7141;7394;7574;9240;9285;9435;10118;10649;12206,False;True;False;False;False;False;False;False;False;False;False;True;True;True;False;True;False;False;False;False;False,143;863;1671;2483;2484;2816;2817;6199;6342;6343;6643;6644;6982;7398;7656;7842;9624;9669;9824;10533;11085;12699,734;735;4332;4333;8470;12583;12584;12585;12586;14331;14332;14333;14334;14335;14336;14337;14338;14339;14340;14341;14342;32862;32863;33594;33595;33596;35209;35210;35211;35212;35213;35214;35215;35216;35217;35218;37058;37059;39111;39112;40410;40411;40412;41351;51147;51378;51379;51380;51381;52127;52128;55812;55813;55814;59319;68053,510;3019;3020;5913;8716;8717;8718;8719;9925;9926;9927;9928;9929;9930;9931;9932;22981;22982;23498;23499;23500;24705;24706;24707;24708;24709;24710;24711;24712;24713;26010;27461;28367;28993;35815;35956;36424;36425;39034;39035;41777;41778;41779;48019,510;3020;5913;8718;9926;9932;22981;23498;23500;24705;24713;26010;27461;28367;28993;35815;35956;36425;39034;41777;48019,4,398,9606;-1;-1;9606;-1;-1;9606
Q7Z794;CON__Q7Z794,Q7Z794;CON__Q7Z794,4;4,1;1,1;1,"Keratin, type II cytoskeletal 1b",KRT77,"sp|Q7Z794|K2C1B_HUMAN Keratin, type II cytoskeletal 1b OS=Homo sapiens OX=9606 GN=KRT77 PE=1 SV=3;",2,4,1,1,3,3,4,4,2,4,4,3,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,6.7,1.7,1.7,61.901,578,578;578,1,5,0.0042718,1.8695,By matching,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,5,5,6.7,6.7,3.1,6.7,6.7,5,2654800,0,0,621300,112050,1155300,412810,353280,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,+,72,2448;2719;12202;12502,False;False;False;True,2538;2819;12695;13005,12858;12859;12860;12861;12862;12863;12864;14348;14349;14350;14351;14352;14353;14354;68021;68022;68023;68024;68025;68026;68027;68028;69723;69724;69725;69726;69727,8904;8905;8906;8907;8908;8909;8910;9938;9939;9940;9941;9942;9943;48002;48003;48004;49282,8907;9939;48003;49282,,,9606;-1
Q86YZ3;CON__Q86YZ3,Q86YZ3;CON__Q86YZ3,7;7,7;7,7;7,Hornerin,HRNR,sp|Q86YZ3|HORN_HUMAN Hornerin OS=Homo sapiens OX=9606 GN=HRNR PE=1 SV=2;,2,7,7,7,3,4,2,7,2,6,4,4,3,4,2,7,2,6,4,4,3,4,2,7,2,6,4,4,9,9,9,282.39,2850,2850;2850,1,39,0,18.459,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,5.1,5.6,4.4,9,4.4,7.2,5.8,3.8,7149100,1238400,479890,730380,920180,247610,1243600,1310900,978170,1273300,848770,222070,1102700,77562,624640,469280,293640,3,0,3,6,2,4,4,2,24,,,+,73,3544;3545;3585;3586;3618;3908;3909,True;True;True;True;True;True;True,3668;3669;3710;3711;3743;4045;4046,18793;18794;18795;18796;18797;18798;18799;18800;18801;18802;18803;18804;18805;18806;18807;18808;18809;18810;18811;19001;19002;19003;19004;19153;19154;19155;19156;19157;20738;20739;20740;20741;20742;20743;20744;20745;20746;20747;20748,13088;13089;13090;13091;13092;13093;13094;13095;13096;13097;13098;13099;13100;13101;13224;13225;13315;13316;13317;14488;14489;14490;14491;14492,13091;13099;13224;13225;13315;14491;14492,,,9606;-1
Q92764;CON__Q92764,Q92764;CON__Q92764,9;9,3;3,2;2,"Keratin, type I cuticular Ha5",KRT35,"sp|Q92764|KRT35_HUMAN Keratin, type I cuticular Ha5 OS=Homo sapiens OX=9606 GN=KRT35 PE=1 SV=5;",2,9,3,2,9,1,0,1,2,2,2,2,3,0,0,0,1,1,1,1,2,0,0,0,1,1,1,1,20.2,8.6,4.8,50.36,455,455;425,1,7,0,11.853,By MS/MS,By matching,,By matching,By matching,By matching,By matching,By matching,20.2,1.5,0,1.5,3.5,3.5,3.5,3.5,6648900,5381300,0,0,0,592670,142110,284750,248110,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,,,+,74,1008;5687;5999;6989;7547;7946;8757;9443;12225,True;False;False;False;True;False;False;True;False,1049;5897;6221;7243;7814;8285;9131;9832;12718,5356;31248;32991;32992;32993;32994;32995;32996;32997;32998;32999;33000;33001;33002;38299;41228;41229;41230;41231;41232;44020;48503;52156;68134,3761;21928;23078;23079;23080;26905;28911;30938;34122;36441;48095,3761;21928;23080;26905;28911;30938;34122;36441;48095,,,9606;-1
CON__Q9N2I2,CON__Q9N2I2,1,1,1,,,,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,3,3,3,45.296,404,404,1,4,0.005767,1.8152,By matching,,By MS/MS,By matching,,,By matching,,3,0,3,3,0,0,3,0,515690,42694,0,329330,33464,0,0,110210,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,+,75,7047,TRUE,7303,38595;38596;38597;38598,27127,27127,,,-1
Q9NSB4;CON__Q9NSB4,Q9NSB4;CON__Q9NSB4,7;7,3;3,3;3,"Keratin, type II cuticular Hb2",KRT82,"sp|Q9NSB4|KRT82_HUMAN Keratin, type II cuticular Hb2 OS=Homo sapiens OX=9606 GN=KRT82 PE=1 SV=3;",2,7,3,3,7,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9.7,3.9,3.9,56.652,513,513;513,1,4,0,13.783,By MS/MS,By matching,,,,,,,9.7,2.1,0,0,0,0,0,0,122240000,122240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,,,+,76,735;2396;6056;6057;6410;6411;12093,False;False;True;True;False;False;True,768;2483;2484;6279;6280;6643;6644;12585,3912;3913;3914;3915;12583;12584;12585;12586;33264;33265;33266;35209;35210;35211;35212;35213;35214;35215;35216;35217;35218;67446,2752;2753;2754;2755;8716;8717;8718;8719;23264;23265;23266;24705;24706;24707;24708;24709;24710;24711;24712;24713;47592,2752;8718;23264;23266;24705;24713;47592,4,407,9606;-1
CON__Q9TRI1,CON__Q9TRI1,2,2,2,,,,1,2,2,2,1,0,1,1,2,0,1,1,1,0,1,1,2,0,1,1,1,0,1,1,2,0,1,1,5.8,5.8,5.8,106.19,946,946,1,7,0,4.1886,By matching,,By matching,By MS/MS,By MS/MS,,By matching,By MS/MS,2.3,0,2.3,2.3,5.8,0,2.3,2.3,3842200,145900,0,298480,71108,2316700,0,196650,813360,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,,,+,77,8308;10621,True;True,8668;11056,46047;59168;59169;59170;59171;59172;59173,32440;41682;41683,32440;41683,,,-1
CON__REFSEQ:XP_986630,CON__REFSEQ:XP_986630,7,1,1,,,,1,7,1,1,7,2,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,2.3,2.3,53.728,476,476,1,3,0.0016743,2.3186,By MS/MS,By matching,,By matching,By matching,By matching,By matching,By matching,16,4.6,0,1.5,1.5,1.5,1.5,1.5,3800700,3800700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,,,+,78,2305;5999;6990;7551;8747;9443;10605,False;False;False;False;True;False;False,2388;2389;6221;7244;7818;9121;9832;11040,12129;12130;12131;32991;32992;32993;32994;32995;32996;32997;32998;32999;33000;33001;33002;38300;38301;38302;41247;41248;48460;48461;48462;52156;59084,8405;8406;8407;23078;23079;23080;26906;26907;28921;28922;34088;34089;34090;36441;41627,8407;23080;26907;28921;34089;36441;41627,8,132,-1
CON__Streptavidin,CON__Streptavidin,9,9,9,,,,1,9,9,9,9,8,8,8,9,8,8,9,9,8,8,8,9,8,8,9,9,8,8,8,9,8,8,9,49.4,49.4,49.4,16.622,160,160,1,1128,0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,3.0444E+11,41136000000,44084000000,41306000000,40395000000,33271000000,35918000000,35581000000,32749000000,57235000000,81474000000,18322000000,66219000000,7313100000,17418000000,16071000000,13070000000,147,176,166,177,106,131,125,115,1143,,,+,79,4801;4802;7861;8136;10227;12198;12199;12602;12603,True;True;True;True;True;True;True;True;True,4983;4984;8197;8490;10642;12691;12692;13107;13108,26066;26067;26068;26069;26070;26071;26072;26073;26074;26075;26076;26077;26078;26079;26080;26081;26082;26083;26084;26085;26086;26087;26088;26089;26090;26091;26092;26093;26094;26095;26096;26097;26098;26099;26100;26101;26102;26103;26104;26105;26106;26107;26108;26109;26110;26111;26112;26113;26114;26115;26116;26117;26118;26119;26120;26121;26122;26123;26124;26125;26126;43109;43110;43111;43112;43113;43114;43115;43116;43117;43118;43119;43120;43121;43122;43123;43124;43125;43126;43127;43128;43129;43130;43131;43132;43133;43134;43135;43136;43137;43138;43139;43140;43141;43142;43143;43144;43145;43146;43147;43148;43149;43150;43151;43152;43153;43154;43155;43156;43157;43158;43159;43160;43161;43162;43163;43164;43165;43166;43167;43168;43169;43170;43171;43172;43173;43174;43175;43176;43177;43178;43179;43180;43181;43182;43183;43184;43185;43186;43187;43188;43189;43190;43191;43192;43193;43194;43195;43196;43197;43198;43199;43200;43201;43202;43203;43204;43205;43206;43207;43208;43209;43210;43211;43212;43213;43214;43215;43216;43217;43218;43219;43220;43221;43222;43223;43224;43225;43226;43227;43228;43229;43230;43231;43232;43233;43234;43235;43236;43237;43238;43239;43240;43241;43242;43243;43244;43245;43246;43247;43248;43249;43250;43251;43252;43253;43254;43255;43256;43257;43258;43259;43260;43261;43262;43263;43264;43265;43266;43267;43268;43269;43270;43271;43272;43273;43274;43275;43276;43277;43278;43279;43280;43281;43282;43283;43284;43285;43286;43287;43288;43289;43290;43291;43292;43293;43294;43295;43296;43297;43298;43299;43300;43301;43302;43303;43304;43305;43306;43307;43308;43309;43310;43311;43312;43313;43314;43315;43316;43317;43318;43319;43320;43321;43322;43323;43324;43325;43326;43327;43328;43329;43330;43331;43332;43333;43334;43335;43336;43337;43338;43339;43340;43341;43342;43343;43344;43345;43346;43347;43348;43349;43350;43351;43352;43353;43354;43355;43356;43357;43358;43359;43360;43361;43362;43363;43364;43365;43366;43367;43368;43369;43370;43371;43372;43373;43374;43375;43376;43377;43378;43379;43380;43381;43382;43383;43384;43385;43386;43387;43388;43389;43390;43391;43392;43393;43394;43395;43396;43397;43398;43399;43400;43401;43402;43403;43404;43405;43406;43407;43408;43409;43410;43411;43412;43413;43414;43415;43416;43417;43418;43419;43420;43421;43422;43423;43424;43425;43426;43427;43428;43429;43430;43431;43432;43433;43434;43435;43436;43437;43438;43439;43440;43441;43442;43443;43444;43445;43446;43447;43448;43449;43450;43451;43452;43453;43454;43455;43456;43457;43458;43459;43460;43461;43462;43463;43464;43465;43466;43467;43468;43469;43470;43471;43472;43473;43474;43475;43476;43477;43478;43479;43480;43481;43482;43483;43484;43485;43486;43487;43488;43489;43490;43491;43492;43493;43494;43495;43496;43497;43498;43499;43500;43501;43502;43503;43504;43505;43506;43507;43508;43509;43510;43511;43512;43513;43514;43515;43516;43517;43518;43519;43520;43521;43522;43523;43524;43525;43526;43527;43528;43529;43530;43531;43532;43533;43534;43535;43536;43537;43538;43539;43540;43541;43542;43543;43544;43545;43546;43547;43548;43549;43550;43551;43552;43553;43554;43555;43556;43557;43558;43559;43560;43561;43562;43563;43564;43565;43566;43567;43568;43569;43570;43571;43572;43573;43574;43575;43576;43577;43578;43579;43580;43581;43582;43583;43584;43585;43586;43587;43588;43589;43590;43591;43592;43593;43594;43595;43596;43597;43598;43599;43600;43601;43602;43603;43604;43605;43606;43607;43608;43609;43610;43611;45088;45089;45090;45091;45092;45093;45094;45095;45096;45097;45098;45099;56310;56311;56312;56313;56314;56315;56316;56317;56318;56319;56320;56321;56322;56323;56324;56325;56326;56327;56328;56329;56330;56331;56332;56333;56334;56335;56336;56337;56338;56339;56340;56341;56342;56343;56344;56345;56346;56347;56348;56349;56350;56351;56352;56353;56354;56355;56356;56357;56358;56359;56360;56361;56362;56363;56364;56365;56366;56367;56368;56369;56370;56371;56372;56373;56374;56375;56376;56377;56378;56379;56380;56381;56382;56383;56384;56385;56386;56387;56388;56389;56390;56391;56392;56393;56394;56395;56396;56397;56398;56399;56400;56401;56402;56403;56404;56405;56406;56407;56408;56409;56410;56411;56412;56413;56414;56415;56416;56417;56418;56419;56420;56421;56422;56423;56424;56425;56426;56427;56428;56429;56430;56431;56432;56433;56434;56435;56436;56437;56438;56439;56440;56441;56442;56443;56444;56445;56446;56447;56448;56449;56450;56451;56452;56453;56454;56455;56456;56457;56458;56459;56460;56461;56462;56463;56464;56465;56466;56467;56468;56469;56470;56471;56472;56473;56474;56475;56476;56477;56478;56479;56480;56481;56482;56483;56484;56485;56486;56487;56488;56489;56490;56491;56492;56493;56494;56495;56496;56497;56498;56499;56500;56501;56502;56503;56504;56505;56506;56507;56508;56509;56510;56511;56512;56513;56514;56515;56516;56517;56518;56519;56520;56521;56522;56523;56524;56525;56526;56527;56528;56529;56530;56531;56532;56533;56534;56535;56536;56537;56538;56539;56540;56541;56542;56543;56544;56545;56546;56547;56548;56549;56550;56551;56552;56553;56554;56555;56556;56557;56558;56559;56560;56561;56562;56563;56564;56565;56566;56567;56568;56569;56570;56571;56572;56573;56574;56575;56576;56577;56578;56579;56580;56581;56582;56583;56584;56585;56586;56587;56588;56589;56590;56591;56592;56593;56594;56595;56596;56597;56598;56599;56600;56601;56602;56603;56604;56605;56606;56607;56608;56609;56610;56611;56612;56613;56614;56615;56616;56617;56618;56619;56620;56621;56622;56623;56624;56625;56626;56627;56628;56629;56630;56631;56632;56633;56634;56635;56636;56637;56638;56639;56640;56641;56642;56643;56644;56645;56646;56647;56648;56649;56650;56651;56652;56653;56654;56655;56656;56657;56658;56659;56660;56661;56662;56663;56664;56665;56666;56667;56668;56669;56670;56671;56672;56673;56674;56675;56676;56677;56678;56679;56680;56681;67988;67989;67990;67991;67992;67993;67994;67995;67996;67997;67998;67999;68000;68001;68002;68003;68004;68005;68006;68007;68008;68009;68010;68011;68012;70308;70309;70310;70311;70312;70313;70314;70315;70316;70317;70318;70319;70320;70321;70322;70323;70324;70325;70326;70327;70328;70329;70330;70331;70332;70333;70334;70335;70336;70337;70338;70339;70340;70341;70342;70343;70344;70345;70346;70347;70348;70349;70350;70351;70352;70353;70354;70355;70356;70357;70358;70359;70360;70361;70362;70363;70364;70365;70366;70367;70368;70369;70370;70371;70372;70373;70374;70375;70376;70377;70378;70379;70380;70381;70382;70383;70384;70385;70386;70387;70388;70389;70390;70391;70392;70393;70394;70395;70396;70397;70398;70399;70400;70401;70402;70403;70404;70405;70406;70407;70408;70409;70410;70411;70412;70413;70414;70415;70416;70417;70418;70419;70420;70421;70422;70423;70424;70425;70426;70427;70428;70429;70430;70431;70432;70433;70434;70435;70436;70437;70438;70439;70440;70441;70442;70443;70444;70445;70446;70447;70448;70449;70450;70451;70452;70453;70454;70455;70456;70457;70458;70459;70460;70461;70462,18303;18304;18305;18306;18307;18308;18309;18310;18311;18312;18313;18314;18315;18316;18317;18318;18319;18320;18321;18322;18323;18324;18325;18326;18327;18328;18329;18330;18331;18332;18333;18334;18335;18336;18337;18338;18339;18340;18341;18342;18343;18344;18345;18346;18347;18348;18349;18350;18351;18352;18353;18354;18355;18356;18357;18358;18359;18360;18361;18362;18363;18364;18365;18366;18367;18368;30143;30144;30145;30146;30147;30148;30149;30150;30151;30152;30153;30154;30155;30156;30157;30158;30159;30160;30161;30162;30163;30164;30165;30166;30167;30168;30169;30170;30171;30172;30173;30174;30175;30176;30177;30178;30179;30180;30181;30182;30183;30184;30185;30186;30187;30188;30189;30190;30191;30192;30193;30194;30195;30196;30197;30198;30199;30200;30201;30202;30203;30204;30205;30206;30207;30208;30209;30210;30211;30212;30213;30214;30215;30216;30217;30218;30219;30220;30221;30222;30223;30224;30225;30226;30227;30228;30229;30230;30231;30232;30233;30234;30235;30236;30237;30238;30239;30240;30241;30242;30243;30244;30245;30246;30247;30248;30249;30250;30251;30252;30253;30254;30255;30256;30257;30258;30259;30260;30261;30262;30263;30264;30265;30266;30267;30268;30269;30270;30271;30272;30273;30274;30275;30276;30277;30278;30279;30280;30281;30282;30283;30284;30285;30286;30287;30288;30289;30290;30291;30292;30293;30294;30295;30296;30297;30298;30299;30300;30301;30302;30303;30304;30305;30306;30307;30308;30309;30310;30311;30312;30313;30314;30315;30316;30317;30318;30319;30320;30321;30322;30323;30324;30325;30326;30327;30328;30329;30330;30331;30332;30333;30334;30335;30336;30337;30338;30339;30340;30341;30342;30343;30344;30345;30346;30347;30348;30349;30350;30351;30352;30353;30354;30355;30356;30357;30358;30359;30360;30361;30362;30363;30364;30365;30366;30367;30368;30369;30370;30371;30372;30373;30374;30375;30376;30377;30378;30379;30380;30381;30382;30383;30384;30385;30386;30387;30388;30389;30390;30391;30392;30393;30394;30395;30396;30397;30398;30399;30400;30401;30402;30403;30404;30405;30406;30407;30408;30409;30410;30411;30412;30413;30414;30415;30416;30417;30418;30419;30420;30421;30422;30423;30424;30425;30426;30427;30428;30429;30430;30431;30432;30433;30434;30435;30436;30437;30438;30439;30440;30441;30442;30443;30444;30445;30446;30447;30448;30449;30450;30451;30452;30453;30454;30455;30456;30457;30458;30459;30460;30461;30462;30463;30464;30465;30466;30467;30468;30469;30470;30471;30472;30473;30474;30475;30476;30477;30478;30479;30480;30481;30482;30483;30484;30485;30486;30487;30488;30489;30490;30491;30492;30493;30494;30495;30496;30497;30498;30499;30500;30501;30502;30503;30504;30505;30506;30507;30508;30509;30510;30511;30512;30513;30514;30515;30516;30517;30518;30519;30520;30521;30522;30523;30524;30525;30526;30527;30528;30529;30530;30531;30532;30533;30534;30535;30536;30537;30538;30539;30540;30541;30542;30543;30544;30545;30546;30547;30548;30549;30550;30551;30552;30553;30554;30555;30556;30557;30558;30559;30560;30561;30562;30563;30564;30565;30566;30567;30568;30569;30570;30571;30572;30573;30574;30575;30576;30577;30578;30579;30580;30581;30582;30583;30584;30585;30586;30587;30588;30589;30590;30591;30592;30593;30594;30595;30596;30597;30598;30599;30600;30601;30602;30603;30604;30605;30606;30607;30608;30609;30610;30611;30612;30613;30614;30615;30616;30617;30618;30619;30620;30621;30622;30623;30624;30625;30626;30627;30628;30629;30630;30631;30632;30633;30634;30635;30636;30637;30638;30639;30640;30641;30642;30643;30644;30645;30646;30647;30648;30649;31710;31711;31712;31713;31714;31715;31716;31717;31718;31719;31720;31721;31722;31723;31724;31725;31726;31727;31728;39404;39405;39406;39407;39408;39409;39410;39411;39412;39413;39414;39415;39416;39417;39418;39419;39420;39421;39422;39423;39424;39425;39426;39427;39428;39429;39430;39431;39432;39433;39434;39435;39436;39437;39438;39439;39440;39441;39442;39443;39444;39445;39446;39447;39448;39449;39450;39451;39452;39453;39454;39455;39456;39457;39458;39459;39460;39461;39462;39463;39464;39465;39466;39467;39468;39469;39470;39471;39472;39473;39474;39475;39476;39477;39478;39479;39480;39481;39482;39483;39484;39485;39486;39487;39488;39489;39490;39491;39492;39493;39494;39495;39496;39497;39498;39499;39500;39501;39502;39503;39504;39505;39506;39507;39508;39509;39510;39511;39512;39513;39514;39515;39516;39517;39518;39519;39520;39521;39522;39523;39524;39525;39526;39527;39528;39529;39530;39531;39532;39533;39534;39535;39536;39537;39538;39539;39540;39541;39542;39543;39544;39545;39546;39547;39548;39549;39550;39551;39552;39553;39554;39555;39556;39557;39558;39559;39560;39561;39562;39563;39564;39565;39566;39567;39568;39569;39570;39571;39572;39573;39574;39575;39576;39577;39578;39579;39580;39581;39582;39583;39584;39585;39586;39587;39588;39589;39590;39591;39592;39593;39594;39595;39596;39597;39598;39599;39600;39601;39602;39603;39604;39605;39606;39607;39608;39609;39610;39611;39612;39613;39614;39615;39616;39617;39618;39619;39620;39621;39622;39623;39624;39625;39626;39627;39628;39629;39630;39631;39632;39633;39634;39635;39636;39637;39638;39639;39640;39641;39642;39643;39644;39645;39646;39647;39648;39649;39650;39651;39652;39653;39654;39655;39656;39657;39658;39659;39660;39661;39662;39663;39664;39665;39666;39667;39668;39669;39670;39671;39672;39673;39674;39675;39676;39677;39678;39679;39680;39681;39682;39683;39684;39685;39686;39687;39688;39689;39690;39691;39692;39693;39694;39695;39696;39697;39698;39699;39700;39701;39702;39703;39704;39705;39706;39707;39708;39709;39710;39711;39712;39713;39714;39715;39716;39717;39718;39719;39720;39721;39722;39723;39724;39725;39726;39727;39728;39729;39730;39731;39732;39733;39734;39735;39736;39737;39738;39739;39740;39741;39742;39743;39744;39745;39746;39747;39748;39749;39750;39751;39752;39753;39754;39755;39756;39757;39758;39759;39760;39761;39762;39763;39764;39765;39766;39767;39768;39769;39770;39771;39772;39773;39774;39775;39776;39777;39778;39779;39780;39781;39782;39783;39784;39785;39786;39787;39788;39789;39790;39791;39792;39793;39794;39795;39796;39797;39798;39799;39800;39801;39802;39803;39804;39805;39806;39807;39808;39809;39810;39811;39812;39813;39814;39815;39816;39817;39818;39819;39820;47974;47975;47976;47977;47978;47979;47980;47981;47982;47983;47984;47985;47986;47987;47988;47989;47990;47991;47992;47993;47994;47995;47996;49679;49680;49681;49682;49683;49684;49685;49686;49687;49688;49689;49690;49691;49692;49693;49694;49695;49696;49697;49698;49699;49700;49701;49702;49703;49704;49705;49706;49707;49708;49709;49710;49711;49712;49713;49714;49715;49716;49717;49718;49719;49720;49721;49722;49723;49724;49725;49726;49727;49728;49729;49730;49731;49732;49733;49734;49735;49736;49737;49738;49739;49740;49741;49742;49743;49744;49745;49746;49747;49748;49749;49750;49751;49752;49753;49754;49755;49756;49757;49758;49759;49760;49761;49762;49763;49764;49765;49766;49767;49768;49769;49770;49771;49772;49773;49774;49775;49776;49777;49778;49779;49780;49781;49782;49783;49784;49785;49786;49787;49788;49789;49790;49791;49792;49793;49794;49795;49796;49797;49798;49799;49800;49801;49802;49803;49804;49805;49806;49807;49808;49809;49810;49811;49812,18305;18362;30600;31725;39469;47975;47987;49761;49805,,,-1
E9PAV3;Q13765;Q9BZK3,E9PAV3;Q13765;Q9BZK3,3;3;2,3;3;2,3;3;2,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Nascent polypeptide-associated complex subunit alpha;Putative nascent polypeptide-associated complex subunit alpha-like protein",NACA;NACAP1,"sp|E9PAV3|NACAM_HUMAN Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Homo sapiens OX=9606 GN=NACA PE=1 SV=1;sp|Q13765|NACA_HUMAN Nascent polypeptide-associated complex subunit alpha OS=Homo sapiens OX=9606 GN=NACA PE=1 SV=1;s",3,3,3,3,2,2,2,3,3,3,3,3,2,2,2,3,3,3,3,3,2,2,2,3,3,3,3,3,1.4,1.4,1.4,205.42,2078,2078;215;213,1,21,0,122.46,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,1.3,1.3,1.3,1.4,1.4,1.4,1.4,1.4,42980000,1381700,1167600,3841700,1371600,13994000,6549600,8821900,5851000,1361200,1520000,1128100,1749400,2494200,3447700,3484900,3028000,1,1,1,2,2,3,2,3,15,,,,80,4369;7984;9865,True;True;True,4529;8326;10275,23469;23470;23471;23472;23473;23474;23475;23476;44228;44229;44230;44231;44232;44233;44234;44235;54566;54567;54568;54569;54570,16450;16451;16452;16453;16454;16455;16456;16457;31093;31094;31095;31096;31097;38135;38136,16457;31097;38136,,,9606;9606;9606
